Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
 on 10/20/06 11:42 AM (PDT),Ryan ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),Excellent Utilitarian Vehicle," We have taken the car on two long road trips already.  I was worried about the small V6 in such a large car but the pep was sufficient for excellent highway driving.  The car is smooth and the steering is sharp for such a large car.  Although the small windows in the rear reduce visibility, the side mirrors are the first adequate mirrors I've ever seen on a car making the car much more navigatable through city streets. Fuel economy is actually exceeding the mid-size sedan we traded in.  The transmission is uncharacteristically smooth from my previous experiences with Dodge.  Only one minor warrenty issue so far (switch knob).",4.875
 on 09/19/06 09:09 AM (PDT),bradyboy1 ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),Love My Maggie," I have had my silver Magnum SE for almost 20 thousand miles and have not had a single issue.  I have never taken it back to the dealer for anything other than oil changes.  I have not encountered any of the problems that other people have posted on here.  It is super quiet and very solid.  Everything has worked perfectly!  I love the styling.  I get a ton of envious looks from both men and women, even with two carseats in the back.  It is the coolest ""Dad"" car on the road in my opinion.  It is very easy to load and unload kids and all their ""equipment.""  I feel very cocky on the road in this car and I don't even own the Hemi.  I live in El Paso and I have only seen a handful of others. ",5
 on 08/14/06 11:30 AM (PDT),Ed ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),"No more imports for me, thank you"," I am a field engineer. I drive in total comfort, economy and awesome power when I need it. 43,000 miles on it without a hitch. ",4.875
 on 07/28/06 06:19 AM (PDT),Don Shrum ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),I love this car," I've had it one year. I have put 36,000 mostly highway miles on it. Highway mileage ranges from 26 to 28 miles per mpg. I love the styling and the interior roominess. After owning it a year we still get compliments on it. It's a red beauty.",5
 on 07/27/06 00:03 AM (PDT),Susan ,2006 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),Black Hemi R/T, This car has been so much fun to drive I don't want to get out of it. It handles well and is very comfortable. This Hemi has tons of power and then some. But it is also nice to cruise. The 4 disc braking is really great! I love it!,4.5
 on 07/24/06 17:51 PM (PDT),shortc4c777 ,2006 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),"Magnum R/T, we love it!"," We absolutly love our new Magnum! The ride, performance, interior, sound system are all very good. Ours came with 20in. wheels, and it rides better than I expected. It is also the quietest (interior wise) car I have ever driven. I have no regrets in buying this car, I may go back & purchase a 300 or a Charger. I may even wait for the Challenger!",5
 on 07/16/06 14:50 PM (PDT),Russell B. ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),Great room," I had a 2004 Ford F-150 5.4L V8. I traded it in for the 2006 Magnum, and the two things that I was worried about was leg room and fuel economy. My truck was great with interior space, but with gas hitting $3.00 per gallon, and me having to drive over 100 round trip to work, I needed something better for fuel. I was a little put off on the Magnum, but the leg room sold me. There is almost as much leg room as my truck, and even though I get the same mileage on fuel, it cost me 1/2 has much to fill up.",4.875
 on 07/05/06 23:08 PM (PDT),Danny ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),A great car to have!, My family and I took the 1st road trip to Vegas.  It was a smooth and fun drive going across the desert.  Car stayed cool woth the AC on the whole way.  Love every minute that I am behind the wheel of my Magnum!,4.875
 on 06/23/06 20:22 PM (PDT),Noah and Kristen ,2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),Grocery Getter with an Attitude," We bought our new Magnum three weeks ago and I have been in love with it ever since.  The weekend after we bought it, we drove it to Nashville and averaged 27 MPG.  The power out of our 3.5L is amazing.  It is nothing to bark the tires at a light or around a corner. Now that I got rid of my old beater, my daughter always wants to ride in Daddy's car.",5
 on 06/21/06 15:11 PM (PDT),T. Smith ,2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),2006 SXT Magnum is Awesome!," My ""Maggie"" is the best vehicle I have ever owned or driven! It's so comfortable to drive and ride in and the Boston Acoustics are wonderful! The 6x CD player is a blast to load and listen to all my favorite music back to back. I zoom my sunroof back and turn up my tunes and enjoy the ride!",4.625
 on 06/21/06 10:42 AM (PDT),CrazyArrow ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),Glad I bought it!," I went to the dealership to buy an SUV and drove off in a Magnum!  It was love at first sight and I'm a big guy so room was very important- definitely no complaints here.  I have definitely upgraded from my minivan and no longer feel like I've given up on life! :)  I definitely do not need a Hemi, but am a bit disappointed with the 2.7.  It has enough ""umph"" to get the job done, but with nowhere near the performance of the 3.5 or Hemi.",4.75
 on 06/12/06 22:34 PM (PDT),Steve S. ,2006 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),Gotta love this wagon!," Have had the vehicle for only a few weeks.  Had to sell '05 Mustang and go practical.  The Magnum gave me practicality and fun!  Really nice car, drives very well, nice and tight.  Love the low cut look, very aggressive. My wife really likes it too.  Can actually be cool in a wagon.    ",4.75
 on 06/02/06 15:48 PM (PDT),tom ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),Better Than Ever," Overall fit and finish is more than excellent for a car in this price range. Take a tour of the outside and see the detail given to the body seams, their almost perfect all around the car. sit inside and notice that this is a driver's car. It's easy to get in a good driving position and all controls are extremely easy to use. The only downside is the comfort level of the seats over a long trip. This needs to be looked at by Dodge.",4.375
 on 06/02/06 15:29 PM (PDT),coolrider ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),Great!," Excellent vehicle, 5.7 Hemi (need I say more?) MPG has been up to 29.5 highway with the engine management system of shutting down cylinders at cruise. Fun to drive factor is off the scale. Self sealing tires (18in) have been a life saver. It will even pull my 3500lb. motorcycle trailer smoothly with its hidden hitch and and self leveling suspension system. It sure is more pc than an SUV.",5
 on 05/15/06 20:14 PM (PDT),sxtawdguy ,2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),Love it , Very comfortable and smooth ride. A good compromise between German technology and American way of building comfortable cars. Cant wait to try it in snow and ice. ,4.625
 on 05/15/06 03:41 AM (PDT),MassMagnum ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),RT traded for SRT-8," I bought my RT almost 2 years ago. I saw it, drove it, and had to have it. I have loved everything about it. Everyday driveing it has been perfect. As for hauling, I put 8 6ft banquet tables and 20 folding chairs in the back. (Yes, in one load) Only down side is snow performance but you cant have everything. She has great style, comfort, usefullness, power, breaking,cornering and reliablity.  ",4.875
 on 05/05/06 23:16 PM (PDT),KACHINA321 ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),You Have To Love Them," I wanted the Magnum and talked my wife into getting rid of her Toyota. She liked the Toyota but it was getting a few years older and I wanted a Magnum. So everytime I saw one I said ""honey look there is another one"". It didn't take long for the Magnum to grow on her. She loves her new Magnum. I put a billet grill on it. The chrome pillers and back lights. Also the door handles and mirror are now chrome. We have the hottest Magnum in the Las Vegas area. Everyone in town that has a Magnum thinks ours is a custom Magnum. I won't tell them where I got my parts from. Let them do some work to make theirs maybe as nice as ours.",5
 on 04/22/06 20:21 PM (PDT),Trisha ,2006 Dodge Magnum Wagon RT 4dr Wagon (5.7L 8cyl 5A),I love my Magnum, I fell in love when I first saw the Magnum but to actually own one is a dream come true. To have the Hemi and the power in a station wagon is so wonderful. You have the power of a truck or SUV but the space and comfort of a mini van. I am completely happy and satisfied with my vehicle and cannot wait to drive it everyday. It goes when I need it to and gives me the comfort and safety I need on the roads today. ,4.375
 on 04/22/06 08:58 AM (PDT),Len ,2006 Dodge Magnum Wagon RT 4dr Wagon AWD (5.7L 8cyl 5A),Loving It!," Only had a couple months, but I'm loving it so far.  Very fun to drive, and plenty of power.  Fuel economy just under the 17 MPG city.  But, this car needs the 8 cylinder, not the 6. I don't have the navigation, but the satellite radio, electronics group, sun roof and convenience group are great additions. This has more storage room in the back than our mini-van when both of the bench seats are in it.  I'm 6'2"" and feel very comfortable in this. Takes a little bit of time to get use to the viewability out the windows, but with the small round mirrors added to the side view mirrors, you should do fine.  No regrets so far!",4.625
 on 04/06/06 06:25 AM (PDT),Rick ,2006 Dodge Magnum Wagon SXT 4dr Wagon AWD (3.5L 6cyl 5A),Magnum RI," There is no better way to say this: I have never been happier with any car (and I've had quite a number of them) than I am with my Magnum SXT AWD.   I chose the 3.5L V-6 because 250 HP is a lot of power, no matter how you cut it.  The AWD keeps the wheels firmly planted.  I corner hard, and this thing hasn't even squealed the tires a bit. So far, I'm averaging 17.5-19.0 mpg, combined, and driving habits give you the predictable results in that area.  Style: this car has it in abundance. It rides like a dream, courtsey the chassis and tranny from the Mercedes E- class underneath.  Interior is beautiful, elegant, with a touch of attitude.  I've never been happier with any car, ever.",4.625
 on 03/20/06 20:26 PM (PST),Crosbeian ,2006 Dodge Magnum Wagon SE 4dr Wagon (2.7L 6cyl 4A),Estate Car," This was my one and only chance to avoid a mini van or the absurd badly built and ill concieved SUV.   It basically does the job, looks the dogs, drives as if on rails and is very solid.  Gas mileage OK.  All sorts of folks still stop and stare at it and ask about it.  You can forget about the baby seat in the back driving this. They need to sell a aftermarket kit to unpimp this ride.  The traction in the snow was ok, even without chains  ",5
 on 08/01/18 11:27 AM (PDT),Bill in Texas ,2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),Magnum SRT8  Future Classic, This car is an animal.  try to find a wagon that looks this cool and runs like a muscle car.  Very low production.  Prices are rising with low mileage cars hard to find.  Buy one now.,5
 on 07/04/16 20:30 PM (PDT),D.E.Light ,2006 Dodge Magnum SRT-8 SRT-8 4dr Wagon (6.1L 8cyl 5A),Once was just not enough," Bought a new SRT Magnum for my own retirement gift in 2007. Simply loved it but eventually sold it to a friend's son who kept bugging me for it (for 3 years).  After that I owned 2 Chargers, 1 R/T, 1 SRT and a Chrysler 300C.  I really missed  the wagon because of the versatility and nasty looks so when I was able to find the second wagon I grabbed it. Never have had any issues with any of these vehicles but then I take care of all the maintenance/repair myself so no one can mess them up. There is a HUGE difference between the 5.7 and 6.1 Hemi LX cars pretty much in all respects so for me it will always be the SRT. The 6.1 responds very well to small changes (tuning,exhaust,CAI) and kicks real butt when you also loose 150-200 lbs of weight from the car which is not that hard to do. Even with the 12 sec. 1/4 mile performance I get around 23mpg on 75mph trips. Best of both worlds and the darn thing is a wagon to boot! Kudo's to the SRT team.  This gang has brought back the old day attitude and swagger we had in the 60's and early 70's. Chrysler leads and the others follow ( after complaining and trash talking about being beaten of course). Some things never change.",5
